"","CAD CDW ID","CAD Event Number","General Offense Number","Event Clearance Code","Event Clearance Description","Event Clearance SubGroup","Event Clearance Group","Event Clearance Date","Hundred Block Location","District/Sector","Zone/Beat","Census Tract","Longitude","Latitude","Incident Location","Initial Type Description","Initial Type Subgroup","Initial Type Group","At Scene Time","dist_mgh"
"590","1691035",7.90509225591813e-314,9.96455566597762e-316,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","03/10/2016 05:20:09 PM","UNIVERSITY WY NE / NE 41 ST","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00556100575435904
"591","1701752",7.90510166144583e-314,9.96087670001834e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","03/25/2016 09:13:07 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","03/25/2016 08:27:13 PM",0.00556100575435904
"592","952076",5.9289748404034e-314,9.94247169741027e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","11/04/2012 12:15:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4001",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"593","1709364",7.90510818657081e-314,9.96094195126818e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","04/05/2016 04:16:34 PM","NE PACIFIC ST / 15 AV NE","U","U2","5302.2015",-122.31247,47.652973,"(47.652973, -122.31247)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","04/05/2016 01:35:36 PM",0.00493573844526285
"594","956070",5.92897734482216e-314,9.94249674159786e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","11/08/2012 03:45:00 PM","39XX BLOCK OF UNIVERSITY WAY NE","U","U2","5302.2002",-122.313310379,47.654376582,"(47.654376582, -122.313310379)","","","","",0.00536431148875631
"595","957216",5.9289780473835e-314,9.94250376721134e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","11/09/2012 06:58:00 PM","NE 45 ST VI / EB","U","U2","5302.3003",-122.307232003,47.656693723,"(47.656693723, -122.307232003)","","","","",0.00181973600358309
"596","958146",5.92897869658576e-314,9.94251025923393e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","11/10/2012 07:21:00 PM","19XX BLOCK OF NE PACIFIC PL","U","U2","5302.3004",-122.305716379,47.650626897,"(47.650626897, -122.305716379)","","","","",0.0049612044305976
"597","1709676",7.90510847510515e-314,9.96094483661156e-315,"177","LIQUOR VIOLATION - INTOXICATED PERSON","LIQUOR VIOLATIONS","LIQUOR VIOLATIONS","04/06/2016 12:50:53 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","04/05/2016 11:19:32 PM",0.00581961682587908
"598","1696340",7.90509703649731e-314,9.96503372389654e-316,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","03/18/2016 01:17:39 AM","15 AV NE / NE 40 ST","U","U2","5302.2000",-122.31215,47.65534,"(47.65534, -122.31215)","SEX IN PUBLIC PLACE/VIEW (INCL MASTURBATION)","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","",0.00417393974561786
"599","1702761",7.90510253396576e-314,9.96088542521764e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","03/27/2016 08:28:05 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"600","968129",5.92898486499535e-314,9.94257194332981e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","11/21/2012 12:32:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"601","1710367",7.90510910849731e-314,9.96095117053314e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","04/07/2016 12:52:33 AM","40XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.1010",-122.31328,47.65567,"(47.65567, -122.31328)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","",0.00533059780888578
"602","1710594",7.90510931353455e-314,9.96095322090557e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","04/07/2016 11:06:32 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","04/07/2016 09:54:32 AM",0.00581961682587908
"603","975638",5.92898961642467e-314,9.94261945762297e-315,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","11/30/2012 12:37:00 AM","15XX BLOCK OF NE PACIFIC ST","U","U2","5302.3003",-122.311532211,47.652527343,"(47.652527343, -122.311532211)","","","","",0.00434418227128654
"604","977087",5.92899054427995e-314,9.9426287361758e-315,"342","HARBOR - WATER EMERGENCIES","HARBOR CALLS","HARBOR CALLS","12/01/2012 01:25:00 PM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"605","1711168",7.90511158426026e-314,9.96097592816265e-315,"170","RECKLESS ENDANGERMENT, LITTERING, PARKS CODE VIOLATIONS","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","04/10/2016 07:32:43 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","04/10/2016 05:54:35 PM",0.00556100575435904
"606","980173",5.92899239999052e-314,9.94264729328146e-315,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","12/04/2012 03:47:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"607","1704323",7.90510408335562e-314,9.9609009191163e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","03/30/2016 12:07:51 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313225,47.657574,"(47.657574, -122.313225)","FIGHT - VERBAL/ORAL (NO WEAPONS)","DISTURBANCES","DISTURBANCES","03/29/2016 11:58:28 PM",0.00581961682587908
"608","1697504",7.90509803994464e-314,9.96513406862921e-316,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","03/19/2016 05:22:02 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","DEMONSTRATIONS","DISTURBANCES","DISTURBANCES","",0.00581961682587908
"609","1711669",7.9051122393913e-314,9.96098247947311e-315,"220","CRISIS COMPLAINT - GENERAL","CRISIS CALL","BEHAVIORAL HEALTH","04/11/2016 10:02:52 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","04/11/2016 08:02:52 PM",0.00581961682587908
"610","1711702",7.90511141380761e-314,9.96097422363617e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","04/10/2016 11:24:47 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","TRESPASS","TRESPASS","TRESPASS","04/10/2016 10:46:20 AM",0.00581961682587908
"611","984061",5.92899490589147e-314,9.94267235229102e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","12/08/2012 02:15:00 PM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4001",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"612","984169",5.92899496913187e-314,9.94267298469504e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","12/08/2012 04:49:00 PM","14XX BLOCK OF NE 42ND ST","U","U2","5301.3009",-122.312639209,47.658308154,"(47.658308154, -122.312639209)","","","","",0.00568655922007215
"613","1697913",7.90509833836029e-314,9.96516391019422e-316,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","03/20/2016 02:03:00 AM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.30912,47.651302,"(47.651302, -122.30912)","ASLT - WITH OR W/O WEAPONS (NO SHOOTINGS)","ASSAULTS","ASSAULTS","03/20/2016 01:53:25 AM",0.00390402164440257
"614","1697954",7.90509782897861e-314,9.96511297202613e-316,"341","HARBOR - DEBRIS, NAVIGATIONAL HAZARDS","HARBOR CALLS","HARBOR CALLS","03/19/2016 01:09:46 PM","17XX BLOCK OF NE COLUMBIA RD","U","U2","5302.2018",-122.30977,47.649837,"(47.649837, -122.30977)","HARBOR - WATER DEBRIS, NAVIGATIONAL HAZARDS","HARBOR CALLS","HARBOR CALLS","03/19/2016 08:48:14 AM",0.00549813513839073
"615","1713006",7.90511281349558e-314,9.96098822051592e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","04/12/2016 09:32:56 PM","MONTLAKE BV NE / NE PACIFIC PL","U","U3","5302.3054",-122.30391,47.65108,"(47.65108, -122.30391)","MOTOR VEHICLE COLLISION, BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","04/12/2016 07:36:45 PM",0.00568222606026364
"616","1698195",7.90509868272405e-314,9.96519834656973e-316,"40","ASSAULTS, OTHER","ASSAULTS","ASSAULTS","03/20/2016 07:10:56 PM","NE PACIFIC PL / MONTLAKE BV NE","U","U2","5302.3054",-122.30391,47.65108,"(47.65108, -122.30391)","SLEEPER ABOARD BUS/COMMUTER TRAIN","DISTURBANCES","DISTURBANCES","03/20/2016 06:05:05 PM",0.00568222606026364
"617","994897",5.92899885989884e-314,9.94271189236465e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","12/15/2012 12:38:00 AM","41XX BLOCK OF UNIVERSITY WAY NE","U","U2","5301.4000",-122.313226589,47.657574535,"(47.657574535, -122.313226589)","","","","",0.00582128015947979
"618","994981",5.92899890090628e-314,9.94271230243914e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","12/15/2012 02:19:00 AM","NE 41 ST / UNIVERSITY WY NE","U","U2","5302.1000",-122.313246462,47.656832346,"(47.656832346, -122.313246462)","","","","",0.00555712318534985
"619","1698463",7.90509845594792e-314,9.96517566895659e-316,"161","TRESPASS","TRESPASS","TRESPASS","03/20/2016 09:27:06 AM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","THREATS, HARASSMENT","THREATS, HARASSMENT","03/20/2016 08:50:34 AM",0.00581961682587908
"620","998385",5.9289983613866e-314,9.94270690724229e-315,"71","AUTO THEFT","AUTO THEFTS","AUTO THEFTS","12/14/2012 12:31:00 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2000",-122.309118314,47.65130139,"(47.65130139, -122.309118314)","","","","",0.00390411650167963
"621","998418",5.9290004898214e-314,9.94272819159031e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","12/17/2012 08:59:00 PM","15 AV NE / NE CAMPUS PY","U","U2","5302.1008",-122.312138468,47.655974784,"(47.655974784, -122.312138468)","","","","",0.00425584901256092
"622","1698706",7.90509892036962e-314,9.9652221111273e-316,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","03/21/2016 08:46:08 AM","NE PACIFIC ST / UNIVERSITY WY NE","U","U2","5302.2009",-122.31333,47.653397,"(47.653397, -122.31333)","DISTURBANCE, MISCELLANEOUS/OTHER","DISTURBANCES","DISTURBANCES","03/21/2016 08:43:16 AM",0.00558932285701573
"623","1713783",7.90511310944091e-314,9.96099117996914e-315,"380","CROWD MANAGEMENT (Stand by only)","PUBLIC GATHERINGS","PUBLIC GATHERINGS","04/14/2016 12:12:15 AM","40XX BLOCK OF SPOKANE LN NE","U","U2","5302.3016",-122.30842,47.656647,"(47.656647, -122.30842)","DEMONSTRATIONS","DISTURBANCES","DISTURBANCES","04/13/2016 10:04:20 AM",0.0016662442798123
"624","1000644",5.92900194435066e-314,9.94274273688292e-315,"415","BLOCKING VEHICLE","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","12/20/2012 11:51:00 AM","NE PACIFIC ST / NE PACIFIC PL","U","U2","5302.3004",-122.30761759,47.650541191,"(47.650541191, -122.30761759)","","","","",0.00451195688482652
"625","1714685",7.9051143203958e-314,9.96100328951812e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","04/15/2016 07:44:00 AM","39XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.2000",-122.31331,47.654377,"(47.654377, -122.31331)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00536388385407866
"626","1715107",7.90511471070766e-314,9.96100719263672e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","04/15/2016 06:14:08 PM","NE PACIFIC ST / 15 AV NE","U","U2","5302.2015",-122.31247,47.652973,"(47.652973, -122.31247)","TRAFFIC - ROAD RAGE","TRAFFIC RELATED CALLS","ROAD RAGE","",0.00493573844526285
"627","1715385",7.90511491772117e-314,9.96100926277177e-315,"220","CRISIS COMPLAINT - GENERAL","CRISIS CALL","BEHAVIORAL HEALTH","04/16/2016 12:35:48 AM","NE CAMPUS PY / UNIVERSITY WY NE","U","U2","5302.1009",-122.31326,47.656216,"(47.656216, -122.31326)","THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING)","THREATS, HARASSMENT","THREATS, HARASSMENT","04/15/2016 11:20:31 PM",0.00540298186190123
"628","1878030",7.90525438257168e-314,9.96240391127685e-315,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","11/15/2016 10:39:20 AM","39XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.2003",-122.31331,47.654377,"(47.654377, -122.31331)","PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00536388385407866
"629","1773654",7.90516503178776e-314,9.96151040343766e-315,"350","HAZARDS","HAZARDS","HAZARDS","06/30/2016 01:30:53 AM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.30912,47.651302,"(47.651302, -122.30912)","HAZ - POTENTIAL THRT TO PHYS SAFETY (NO HAZMAT)","HAZARDS","HAZARDS","",0.00390402164440257
"630","1718082",7.90511720178665e-314,9.96103210342658e-315,"430","MOTOR VEHICLE COLLISION","TRAFFIC RELATED CALLS","MOTOR VEHICLE COLLISION INVESTIGATION","04/19/2016 07:42:53 PM","NE CAMPUS PY / UNIVERSITY WY NE","U","U2","5302.1009",-122.31326,47.656216,"(47.656216, -122.31326)","MOTOR VEHICLE COLLISION, REPORT ONLY - NON INJURY/NON BLOCKING","MOTOR VEHICLE COLLISION INVESTIGATION","TRAFFIC RELATED CALLS","04/19/2016 06:26:25 PM",0.00540298186190123
"631","2015662",8.39921578105572e-314,9.9663020941632e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","06/06/2017 09:20:40 AM","NE PACIFIC PL / NE PACIFIC ST","U","U2","5302.3051",-122.30762,47.65054,"(47.65054, -122.30762)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00451294726315087
"632","2040018",8.39923771855852e-314,9.96652146919127e-315,"250","MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF","07/07/2017 02:46:30 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00581961682587908
"633","1855829",7.90523491490303e-314,9.96220923459042e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","10/15/2016 12:33:00 PM","NE PACIFIC ST / 15 AV NE","U","U2","5302.2015",-122.31247,47.652973,"(47.652973, -122.31247)","SUSPICIOUS PERSON, VEHICLE OR INCIDENT","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00493573844526285
"634","1730203",7.90512756827203e-314,9.96113576828039e-315,"380","CROWD MANAGEMENT (Stand by only)","PUBLIC GATHERINGS","PUBLIC GATHERINGS","05/05/2016 05:52:02 PM","40XX BLOCK OF E STEVENS WY NE","U","U2","5302.3016",-122.3046,47.656193,"(47.656193, -122.3046)","DEMONSTRATIONS","DISTURBANCES","DISTURBANCES","05/05/2016 04:26:28 PM",0.00357851840850848
"635","1832869",7.90521534249247e-314,9.96201351048482e-315,"280","SUSPICIOUS PERSON","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","09/14/2016 07:51:40 PM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309074,47.650345,"(47.650345, -122.309074)","CRISIS - PERSON IN BEHAVIORAL/EMOTIONAL CRISIS","BEHAVIORAL HEALTH","CRISIS CALL","09/14/2016 07:48:30 PM",0.00481724174190577
"636","1762182",7.90515532339782e-314,9.96141331953826e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","06/15/2016 09:32:38 AM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00556100575435904
"637","1762190",7.90515528535476e-314,9.96141293910771e-315,"245","DISTURBANCE, OTHER","DISTURBANCES","DISTURBANCES","06/15/2016 09:17:57 AM","14XX BLOCK OF NE 42 ST","U","U2","5301.3009",-122.31264,47.65831,"(47.65831, -122.31264)","NUISANCE - MISCHIEF","MISCELLANEOUS MISDEMEANORS","MISCELLANEOUS MISDEMEANORS","06/15/2016 08:36:09 AM",0.00568826801408483
"638","2015878",8.39921594409738e-314,9.96630372457983e-315,"64","SHOPLIFT","THEFT","SHOPLIFTING","06/06/2017 03:13:11 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4001",-122.313225,47.657574,"(47.657574, -122.313225)","SHOPLIFT - THEFT","SHOPLIFTING","THEFT","06/06/2017 12:32:13 PM",0.00581961682587908
"639","1740878",7.90513692093471e-314,9.96122929490715e-315,"250","MISCHIEF, NUISANCE COMPLAINTS","NUISANCE, MISCHIEF COMPLAINTS","NUISANCE, MISCHIEF","05/19/2016 02:31:26 PM","NE 41 ST / UNIVERSITY WY NE","U","U2","5301.4000",-122.31325,47.656834,"(47.656834, -122.31325)","SUSPICIOUS STOP - OFFICER INITIATED ONVIEW","SUSPICIOUS CIRCUMSTANCES","SUSPICIOUS CIRCUMSTANCES","",0.00556100575435904
"640","1240565",7.41110029206291e-314,9.9565788081432e-315,"30","ARMED ROBBERY","GUN CALLS","ROBBERY","07/09/2015 03:25:00 AM","19XX BLOCK OF NE PACIFIC ST","U","U2","5302.2019",-122.309118318,47.651301388,"(47.651301388, -122.309118318)","ROBBERY (INCLUDES STRONG ARM)","ROBBERY","ROBBERY","07/09/2015 02:11:00 AM",0.00390411957496965
"641","1719808",7.9051187412952e-314,9.96104749851211e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","04/21/2016 11:32:25 PM","NE PACIFIC ST / UNIVERSITY WY NE","U","U2","5302.2009",-122.31333,47.653397,"(47.653397, -122.31333)","TRAFFIC - MOVING VIOLATION","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00558932285701573
"642","1733192",7.90513006231541e-314,9.96116070871419e-315,"65","THEFT - MISCELLANEOUS","THEFT","OTHER PROPERTY","05/09/2016 01:27:29 PM","41XX BLOCK OF UNIVERSITY WY NE","U","U2","5301.4000",-122.313225,47.657574,"(47.657574, -122.313225)","THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS)","OTHER PROPERTY","THEFT","05/09/2016 11:49:49 AM",0.00581961682587908
"643","1248699",6.42285499769703e-314,9.94714321160811e-317,"430","ACCIDENT INVESTIGATION","TRAFFIC RELATED CALLS","ACCIDENT INVESTIGATION","01/03/2013 06:06:00 PM","40XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
"644","1889621",7.90526494569519e-314,9.96250954251194e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","12/02/2016 10:53:55 PM","UNIVERSITY WY NE / NE CAMPUS PY","U","U2","5302.1009",-122.31326,47.656216,"(47.656216, -122.31326)","TRAFFIC STOP - OFFICER INITIATED ONVIEW","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","",0.00540298186190123
"645","1250335",5.43474153042084e-314,9.93760275458035e-316,"350","HAZARDS","HAZARDS","HAZARDS","02/02/2011 10:17:00 PM","NE PACIFIC ST / UNIVERSITY WY NE","U","U2","5302.2002",-122.313335386,47.653398214,"(47.653398214, -122.313335386)","","","","",0.0055941157416412
"646","1833292",7.90521589386973e-314,9.96201902425743e-315,"460","TRAFFIC (MOVING) VIOLATION","TRAFFIC RELATED CALLS","TRAFFIC RELATED CALLS","09/15/2016 03:42:33 PM","MONTLAKE BV NE / NE WAHKIAKUM LN","U","U3","5302.3042",-122.30233,47.65499,"(47.65499, -122.30233)","TRAFFIC - MOVING VIOLATION","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00565720363784023
"647","1252696",5.43473987628906e-314,9.93743734140212e-316,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","01/30/2011 11:02:00 PM","NE PACIFIC PL / NE PACIFIC ST","U","U2","5302.3004",-122.30761759,47.650541191,"(47.650541191, -122.30761759)","","","","",0.00451195688482652
"648","1856456",7.90523542873131e-314,9.96221437287314e-315,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","10/16/2016 12:17:07 PM","39XX BLOCK OF UNIVERSITY WY NE","U","U2","5302.2003",-122.31289,47.653748,"(47.653748, -122.31289)","PARKING VIOLATION (EXCEPT ABANDONED CAR)","TRAFFIC RELATED CALLS","PARKING VIOLATIONS","",0.00506986281865507
"649","1785114",7.90517439828427e-314,9.9616040684028e-315,"141","LEWD CONDUCT","LIQUOR VIOLATIONS","LEWD CONDUCT","07/13/2016 07:19:07 PM","15 AV NE / NE 42 ST","U","U2","5301.4000",-122.31207,47.658302,"(47.658302, -122.31207)","LEWD - (EXPOSING, FLASHING, URINATING IN PUB)","LEWD CONDUCT","SUSPICIOUS CIRCUMSTANCES","07/13/2016 04:41:00 PM",0.00522729232012895
"650","1253848",5.43473903934185e-314,9.93735364668172e-316,"470","PARKING VIOLATION (EXCEPT ABANDONED VEHICLES)","PARKING VIOLATIONS","TRAFFIC RELATED CALLS","01/29/2011 10:31:00 AM","NE 40 ST / 15 AV NE","U","U2","5302.1008",-122.312148777,47.655338508,"(47.655338508, -122.312148777)","","","","",0.00417261223406335
"651","1254159",6.42285528968983e-314,9.9474352044048e-317,"71","AUTO THEFT","AUTO THEFTS","AUTO THEFTS","01/04/2013 08:49:00 AM","38XX BLOCK OF MONTLAKE BLVD NE","U","U2","5302.3000",-122.302931726,47.653002027,"(47.653002027, -122.302931726)","","","","",0.00544986066535631
